timestamp,averageCohesion,averageAlignment,averageSeparation,averageMigration,averageObstacleAvoidance,camera
2024-11-11 18:40:04,7.019357,1.586253,0.02564651,3.597212,0,0.1225614
2024-11-11 18:40:04,6.674262,2.374666,0.02068001,2.69388,0,0.2006455
2024-11-11 18:40:04,5.98815,3.089881,0.112058,2.038874,0,0.251175
2024-11-11 18:40:04,9.128632,3.32743,0.9046733,33.61633,0,0.3031135
2024-11-11 18:40:04,7.704305,3.777181,0.1470293,33.71646,0,0.3167542
2024-11-11 18:40:04,6.726426,4.115293,0.1983531,33.54653,0,0.3189851
2024-11-11 18:40:04,6.644808,3.715539,0.2479836,33.18523,0,0.3043664
2024-11-11 18:40:04,6.864523,3.244294,0.2157113,32.77108,0,0.2813812
2024-11-11 18:40:05,6.329111,3.549408,0.3351737,32.15298,0,0.2439318
2024-11-11 18:40:05,5.652693,2.861721,0.245564,32.08724,0,0.1760278
2024-11-11 18:40:05,6.058245,3.580225,0.372742,31.81457,0,0.09792386
2024-11-11 18:40:05,3.972626,1.843069,0.2852715,31.64939,0,0.001012246
2024-11-11 18:40:05,1.78607,1.045364,0.1511822,31.1764,0,-0.08566681
2024-11-11 18:40:05,2.346901,1.381261,0.3719791,30.82884,0,-0.2056291
2024-11-11 18:40:05,1.366799,0.4262159,1.073231,30.08471,0,-0.2886782
2024-11-11 18:40:05,0.5079756,0.323438,0.3795619,29.57702,0,-0.3698559
2024-11-11 18:40:06,1.101229,0.4597133,0.5022489,28.94984,0,-0.4286661
2024-11-11 18:40:06,0.9448491,0.14441,0.3991525,28.21501,0,-0.4988825
2024-11-11 18:40:06,2.029474,0.8377661,1.57875,27.55204,0,-0.5641691
2024-11-11 18:40:06,0.8977418,0.2254811,0.8600096,26.75769,0,-0.5973465
2024-11-11 18:40:06,0.9238071,0.07573066,0.3154664,26.44668,0,-0.6305119
2024-11-11 18:40:06,0.755946,0.324235,0.2502524,25.86102,0,-0.6480278
2024-11-11 18:40:06,1.094668,0.08379818,0.3687114,25.65332,0,-0.6639351
2024-11-11 18:40:06,1.921219,0.7531885,0.6905972,25.27768,0,-0.6784704
2024-11-11 18:40:06,0.7294932,0.3651962,0.2436279,24.97429,0,-0.6849318
2024-11-11 18:40:07,2.117706,1.132986,0.7747506,24.7973,0,-0.6899999
2024-11-11 18:40:07,1.065559,0.0318326,1.530681,24.57433,0,-0.6922439
2024-11-11 18:40:07,1.686178,0.6740249,1.687611,24.62278,0,-0.6931211
2024-11-11 18:40:07,0.7900093,0.2633011,1.421809,24.4804,0,-0.6933683
2024-11-11 18:40:07,1.742907,0.698364,2.362649,24.36665,0,-0.6929258
2024-11-11 18:40:07,1.280773,0.1521686,2.239403,24.25258,0,-0.6916053
2024-11-11 18:40:07,1.452628,0.3209182,2.26665,23.88574,0,-0.6905767
2024-11-11 18:40:07,1.323962,0.1561582,2.22993,23.88437,0,-0.689716
2024-11-11 18:40:07,1.292976,0.2145732,2.217484,23.77635,0,-0.6890267
2024-11-11 18:40:08,2.094434,0.9798069,2.397256,23.74695,0,-0.6884087
2024-11-11 18:40:08,0.8167906,0.2843987,2.120993,23.75814,0,-0.6878845
2024-11-11 18:40:08,1.450195,0.4349635,2.235386,23.77724,0,-0.6872405
2024-11-11 18:40:08,0.9180023,0.09883184,2.130936,23.8201,0,-0.6869962
2024-11-11 18:40:08,0.7827865,0.2440182,1.577715,23.85406,0,-0.6875708
2024-11-11 18:40:08,1.071542,0.0676241,2.154942,23.81844,0,-0.6899295
2024-11-11 18:40:08,0.8207462,0.2152301,2.112569,23.92774,0,-0.6929504
2024-11-11 18:40:08,1.314867,0.1764791,2.201514,23.77975,0,-0.6982424
2024-11-11 18:40:08,1.040261,0.105341,2.147969,23.42999,0,-0.7055066
2024-11-11 18:40:09,1.478212,0.0102528,2.231649,23.17249,0,-0.7152368
2024-11-11 18:40:09,0.7857508,0.3033291,1.580129,23.83253,0,-0.7231075
2024-11-11 18:40:09,0.8264083,0.3062441,2.11275,23.40529,0,-0.7336556
2024-11-11 18:40:09,0.8180249,0.239028,2.112533,23.68061,0,-0.7426175
2024-11-11 18:40:09,1.083263,0.0604239,2.159053,23.72742,0,-0.7509624
2024-11-11 18:40:09,1.146896,0.1270396,2.170826,23.69933,0,-0.761527
2024-11-11 18:40:09,1.236273,0.2784287,2.189286,23.84003,0,-0.7733986
2024-11-11 18:40:09,1.023669,0.1157586,2.145454,23.84927,0,-0.7832639
2024-11-11 18:40:09,0.7426412,0.2880014,1.063276,23.75672,0,-0.7922416
2024-11-11 18:40:10,1.079773,0.02122044,2.156628,23.56852,0,-0.8045508
2024-11-11 18:40:10,0.8916802,0.1074348,2.121434,23.93917,0,-0.8143322
2024-11-11 18:40:10,2.004651,1.046126,2.343518,24.16131,0,-0.8271679
2024-11-11 18:40:10,0.92419,0.09635974,2.116285,24.04539,0,-0.8362125
2024-11-11 18:40:10,0.7631149,0.2512384,2.085856,23.89829,0,-0.8431838
2024-11-11 18:40:10,1.195551,0.1233291,2.152029,23.94736,0,-0.8502169
2024-11-11 18:40:10,1.708916,0.3058461,2.244583,23.78571,0,-0.8579885
2024-11-11 18:40:10,0.8164347,0.3359082,1.562299,23.9315,0,-0.8621771
2024-11-11 18:40:10,0.9675625,0.09802317,2.1025,23.77944,0,-0.8661822
2024-11-11 18:40:11,1.053133,0.1312348,2.113875,23.24609,0,-0.8684945
2024-11-11 18:40:11,1.068792,0.07310728,2.116263,23.53308,0,-0.8700317
2024-11-11 18:40:11,1.82411,0.6519302,2.239079,23.88479,0,-0.8712431
2024-11-11 18:40:11,0.9551427,0.740742,1.484448,25.47902,0,-0.8665571
2024-11-11 18:40:11,1.647576,1.047291,1.99512,25.45457,0,-0.838143
2024-11-11 18:40:11,1.381833,0.6343596,1.537907,25.30143,0,-0.7900004
2024-11-11 18:40:11,1.26709,0.5408016,1.502106,24.25844,0,-0.7137123
2024-11-11 18:40:11,1.216992,0.6771406,1.544217,24.63169,0,-0.6120624
2024-11-11 18:40:11,1.007106,0.3533299,2.091655,24.84402,0,-0.5162365
2024-11-11 18:40:12,1.148565,0.3846669,2.913967,24.83024,0,-0.4388536
2024-11-11 18:40:12,0.7648708,0.1990434,1.075375,24.82078,0,-0.3473245
2024-11-11 18:40:12,1.122138,0.1862368,1.836787,24.77453,0,-0.2770896
2024-11-11 18:40:12,0.6079369,0.448488,1.027504,24.46679,0,-0.2188286
2024-11-11 18:40:12,0.7932957,0.3169708,0.5997334,23.90356,0,-0.1775779
2024-11-11 18:40:12,0.9702921,0.0635441,0.5722305,24.54563,0,-0.1445149
2024-11-11 18:40:12,1.728119,0.7363402,2.011017,24.4221,0,-0.1204148
2024-11-11 18:40:12,0.6293239,0.375748,0.638844,24.31586,0,-0.1066419
2024-11-11 18:40:13,1.723327,0.7628428,2.00945,24.31026,0,-0.09508155
2024-11-11 18:40:13,1.383019,0.1631883,1.918943,23.66204,0,-0.08562153
2024-11-11 18:40:13,1.911925,0.4940478,2.04338,23.87612,0,-0.0807597
2024-11-11 18:40:13,1.509797,0.192428,1.309388,23.83835,0,-0.07866246
2024-11-11 18:40:13,1.775997,0.6429458,2.00088,23.68697,0,-0.07823446
2024-11-11 18:40:13,0.8576622,0.4708016,0.5864511,24.24154,0,-0.07811528
2024-11-11 18:40:13,0.7692401,0.3814073,0.5861486,24.18273,0,-0.07276325
2024-11-11 18:40:13,0.7568771,0.3407788,0.9985796,23.89879,0,-0.0572594
2024-11-11 18:40:14,1.801247,0.7725065,3.030471,23.90285,0,-0.02427657
2024-11-11 18:40:14,1.207308,0.04204226,1.841978,22.51174,0,0.01625522
2024-11-11 18:40:14,1.514129,0.07428758,2.365881,23.62333,0,0.06651983
2024-11-11 18:40:14,1.643851,0.3427083,2.748663,23.67243,0,0.1251923
2024-11-11 18:40:14,1.682359,0.1992607,3.479055,23.60373,0,0.1835133
2024-11-11 18:40:14,0.9262408,0.2565677,1.797028,23.31941,0,0.2393729
2024-11-11 18:40:14,1.50317,0.3431674,2.968206,23.5538,0.5027707,0.2977199
2024-11-11 18:40:14,1.427447,0.05717668,3.419838,23.30926,0.7643495,0.3637411
2024-11-11 18:40:14,1.186422,0.03473981,1.825473,23.60989,1.340437,0.4331523
2024-11-11 18:40:15,0.8097603,0.3405367,1.770427,23.4836,3.563888,0.4928533
2024-11-11 18:40:15,1.269011,0.2151365,2.670276,23.53557,7.193475,0.5618251
2024-11-11 18:40:15,0.6429232,0.4924724,0.9384453,23.74759,11.83412,0.6317505
2024-11-11 18:40:15,1.311886,0.5171853,2.320216,23.90949,13.30887,0.6866454
2024-11-11 18:40:15,0.9201811,0.7437609,1.754478,24.20502,15.65407,0.7230999
2024-11-11 18:40:15,1.80701,1.128936,3.187068,24.40939,17.09134,0.7375811
2024-11-11 18:40:15,0.9183834,0.4848732,1.30445,25.28309,17.46389,0.7295511
2024-11-11 18:40:15,0.8665284,1.704703,1.540819,29.61198,15.1459,0.7052615
2024-11-11 18:40:15,0.3844219,1.286173,0.4387598,37.88234,12.7887,0.6821179
2024-11-11 18:40:15,0.2424092,1.178646,0.330263,40.78243,11.63308,0.674343
2024-11-11 18:40:16,0.1997362,0.6543971,0.128405,38.9749,10.44271,0.6906156
2024-11-11 18:40:16,0.4059679,0.8210503,0.7976603,38.08641,9.923189,0.7266864
2024-11-11 18:40:16,0.3590732,0.2335438,0.06219912,36.46803,10.32121,0.7772203
2024-11-11 18:40:16,0.569397,0.3894235,0.1661847,35.03343,11.67217,0.8663118
2024-11-11 18:40:16,1.175679,1.022239,0.5058405,33.77438,13.46521,0.9642863
2024-11-11 18:40:16,0.6920792,0.418593,0.3719718,32.18545,13.32674,1.059203
2024-11-11 18:40:16,1.190991,0.7793523,1.304741,31.53088,13.71493,1.200847
2024-11-11 18:40:16,0.6724815,0.6973228,0.1497958,31.25866,17.40257,1.405564
2024-11-11 18:40:17,0.4508526,0.5193813,0.9885959,30.92938,20.71201,1.578545
2024-11-11 18:40:17,0.4044259,0.3660527,0.9953717,30.51239,17.35875,1.770193
2024-11-11 18:40:17,0.667569,1.253483,1.072622,32.28875,10.95463,1.986918
2024-11-11 18:40:17,0.649915,0.7428315,0.9608335,31.65999,8.520025,2.282158
2024-11-11 18:40:17,0.7914382,0.3623623,0.9125921,31.0568,11.88545,2.507651
2024-11-11 18:40:17,0.8247631,0.2440273,0.2880851,30.44447,17.06771,2.759112
2024-11-11 18:40:17,0.4360103,0.5679963,0.1857501,29.87741,23.81811,2.984088
2024-11-11 18:40:17,0.7487696,0.8393312,0.3546008,29.58264,26.01383,3.297245
2024-11-11 18:40:17,0.4335871,0.2204484,0.2147254,29.49486,26.36638,3.546207
2024-11-11 18:40:18,0.7009053,0.3550751,0.2875745,29.42821,24.21167,3.792706
2024-11-11 18:40:18,0.9093072,0.4415801,0.336963,30.29891,21.82915,4.093132
2024-11-11 18:40:18,1.133107,0.2813655,0.4109583,30.78086,25.43669,4.442322
2024-11-11 18:40:18,0.4466987,0.5292832,0.2593254,30.96882,31.1601,4.835608
2024-11-11 18:40:18,0.3937194,0.5021335,0.2652057,31.44306,32.32644,5.089657
2024-11-11 18:40:18,0.4600354,0.2484133,0.3269089,31.67179,32.00114,5.410162
2024-11-11 18:40:18,0.4060265,0.1367393,1.089705,31.9257,31.89235,5.637388
2024-11-11 18:40:18,0.9049569,0.9653202,2.020189,32.1621,31.72343,5.935925
2024-11-11 18:40:18,0.3616321,0.09615249,1.089221,32.64566,31.64907,6.140776
2024-11-11 18:40:19,1.044448,1.008198,1.718159,32.77349,31.79785,6.47474
2024-11-11 18:40:19,0.3625363,0.1811744,0.9696838,32.85686,31.98099,6.691584
2024-11-11 18:40:19,0.8777512,0.6429805,2.173051,32.94006,32.75756,6.93235
2024-11-11 18:40:19,0.4974895,0.118779,1.302907,33.00806,33.10854,7.230709
2024-11-11 18:40:19,0.5721991,0.02018293,1.399326,33.08077,32.70826,7.529273
2024-11-11 18:40:19,0.4956389,0.2693126,0.5233622,33.13282,32.44235,7.763151
2024-11-11 18:40:19,0.1654948,0.6234304,0.8813898,33.11557,32.7674,8.050242
2024-11-11 18:40:19,0.6755698,0.161838,1.294743,33.06851,32.71228,8.320111
2024-11-11 18:40:19,0.5027886,0.3125915,0.5912057,33.11913,32.48985,8.647848
2024-11-11 18:40:20,0.9545663,0.1791975,1.649083,33.07614,32.81293,9.01289
2024-11-11 18:40:20,0.535419,0.312596,0.6657969,33.04782,33.4176,9.28787
2024-11-11 18:40:20,1.086448,0.3992592,1.914686,33.06432,33.50016,9.619275
2024-11-11 18:40:20,0.6581837,0.1175555,1.434344,33.09482,33.33301,10.04189
2024-11-11 18:40:20,0.9479238,0.2279395,1.263176,33.10896,33.28786,10.31393
